species,family,order,length,length.measurement
Cottus_czerskii,Cottidae,Scorpaeniformes,19.5,TL
Cottus_extensus,Cottidae,Scorpaeniformes,13,TL
Cottus_girardi,Cottidae,Scorpaeniformes,14,TL
Cottus_gobio,Cottidae,Scorpaeniformes,18,TL
Cottus_greenei,Cottidae,Scorpaeniformes,9,TL
Cottus_gulosus,Cottidae,Scorpaeniformes,11,TL
Cottus_hangiongensis,Cottidae,Scorpaeniformes,15,SL
Cottus_hubbsi,Cottidae,Scorpaeniformes,NA,NA
Cottus_hypselurus,Cottidae,Scorpaeniformes,14,TL
Cottus_kazika,Cottidae,Scorpaeniformes,30,SL
Cottus_klamathensis,Cottidae,Scorpaeniformes,9,TL
Cottus_leiopomus,Cottidae,Scorpaeniformes,11,TL
Cottus_marginatus,Cottidae,Scorpaeniformes,13,TL
Cottus_nozawae,Cottidae,Scorpaeniformes,15,SL
Cottus_paulus,Cottidae,Scorpaeniformes,4.5,TL
Cottus_perplexus,Cottidae,Scorpaeniformes,10,TL
Cottus_pitensis,Cottidae,Scorpaeniformes,13,TL
Cottus_poecilopus,Cottidae,Scorpaeniformes,15,SL
Cottus_pollux,Cottidae,Scorpaeniformes,15,SL
Cottus_princeps,Cottidae,Scorpaeniformes,7,TL
Cottus_reinii,Cottidae,Scorpaeniformes,12,SL
Cottus_rhotheus,Cottidae,Scorpaeniformes,15.5,TL
Cottus_ricei,Cottidae,Scorpaeniformes,13.4,TL
Cottus_sibiricus,Cottidae,Scorpaeniformes,15,TL
Cottus_spinulosus,Cottidae,Scorpaeniformes,10.3,TL
Couesius_plumbeus,Cyprinidae,Cypriniformes,23,TL
Cranoglanis_bouderius,Cranoglanididae,Siluriformes,43,SL
Craterocephalus_amniculus,Atherinidae,Atheriniformes,5.5,SL
Craterocephalus_capreoli,Atherinidae,Atheriniformes,8.5,TL
Craterocephalus_centralis,Atherinidae,Atheriniformes,7.5,SL
Craterocephalus_cuneiceps,Atherinidae,Atheriniformes,8.5,SL
Craterocephalus_dalhousiensis,Atherinidae,Atheriniformes,8,TL
Craterocephalus_eyresii,Atherinidae,Atheriniformes,10,TL
Craterocephalus_fluviatilis,Atherinidae,Atheriniformes,7,SL
Craterocephalus_gloveri,Atherinidae,Atheriniformes,5.2,SL
Craterocephalus_helenae,Atherinidae,Atheriniformes,8,SL
Craterocephalus_honoriae,Atherinidae,Atheriniformes,7,TL
Craterocephalus_lentiginosus,Atherinidae,Atheriniformes,8,SL
Craterocephalus_marianae,Atherinidae,Atheriniformes,7.5,SL
Craterocephalus_marjoriae,Atherinidae,Atheriniformes,8.5,SL
Craterocephalus_mugiloides,Atherinidae,Atheriniformes,7,TL
Craterocephalus_munroi,Atherinidae,Atheriniformes,5,TL
Craterocephalus_nouhuysi,Atherinidae,Atheriniformes,10,SL
Craterocephalus_pauciradiatus,Atherinidae,Atheriniformes,NA,NA
Craterocephalus_randi,Atherinidae,Atheriniformes,8,SL
Craterocephalus_stercusmuscarum_fulvus,Atherinidae,Atheriniformes,NA,NA
Craterocephalus_stercusmuscarum_stercusmuscarum,Atherinidae,Atheriniformes,7,SL
Craterocephalus_stramineus,Atherinidae,Atheriniformes,6.5,SL
Cratinus_agassizii,Serranidae,Perciformes,60,TL
Creagrutus_sp,Characidae,Characiformes,NA,NA
Crenicara_sp,Cichlidae,Perciformes,NA,NA
Crenichthys_baileyi_baileyi,Goodeidae,Cyprinodontiformes,5,TL
Crenicichla_alta,Cichlidae,Perciformes,16,SL
Crenicichla_celidochilus,Cichlidae,Perciformes,26.8,TL
Crenicichla_compressiceps,Cichlidae,Perciformes,5.5,SL
Crenicichla_empheres,Cichlidae,Perciformes,14.1,SL
Crenicichla_geayi,Cichlidae,Perciformes,13,SL
Crenicichla_iguassuensis,Cichlidae,Perciformes,NA,NA
Crenicichla_lenticulata,Cichlidae,Perciformes,30,SL
Crenicichla_lepidota,Cichlidae,Perciformes,18,SL
Crenicichla_lugubris,Cichlidae,Perciformes,24,SL
Crenicichla_macrophthalma,Cichlidae,Perciformes,20,SL
Crenicichla_menezesi,Cichlidae,Perciformes,14.6,SL
Crenicichla_minuano,Cichlidae,Perciformes,26,TL
Crenicichla_missioneira,Cichlidae,Perciformes,28.3,TL
Crenicichla_multispinosa,Cichlidae,Perciformes,22.5,SL
Crenicichla_notophthalmus,Cichlidae,Perciformes,NA,NA
Crenicichla_punctata,Cichlidae,Perciformes,22.3,SL
Crenicichla_regani,Cichlidae,Perciformes,7.9,SL
Crenicichla_reticulata,Cichlidae,Perciformes,21.6,SL
Crenicichla_scottii,Cichlidae,Perciformes,16.9,SL
Crenicichla_semifasciata,Cichlidae,Perciformes,15,SL
Crenicichla_sveni,Cichlidae,Perciformes,25,TL
Crenicichla_tendybaguassu,Cichlidae,Perciformes,15.2,SL
Crenicichla_vittata,Cichlidae,Perciformes,26,SL
Crenicichla_wallacii,Cichlidae,Perciformes,8.5,TL
Crenidens_crenidens,Sparidae,Perciformes,30,TL
Crinodus_lophodon,Aplodactylidae,Perciformes,NA,NA
Cromileptes_altivelis,Serranidae,Perciformes,70,TL
Crossocheilus_burmanicus,Cyprinidae,Cypriniformes,16,SL
Crossocheilus_latius,Cyprinidae,Cypriniformes,12.4,SL
Crossocheilus_nigriloba,Cyprinidae,Cypriniformes,13.9,TL
Crossocheilus_reticulatus,Cyprinidae,Cypriniformes,17,SL
Crossoloricaria_venezuelae,Loricariidae,Siluriformes,18.3,SL
Crossorhombus_kobensis,Bothidae,Pleuronectiformes,12,TL
Cryodraco_antarcticus,Channichthyidae,Perciformes,39.3,SL
Cryothenia_amphitreta,Nototheniidae,Perciformes,NA,NA
Cryptacanthodes_giganteus,Cryptacanthodidae,Perciformes,117,TL
Cryptarius_truncatus,Ariidae,Siluriformes,42,SL
Cryptoheros_chetumalensis,Cichlidae,Perciformes,9.7,SL
Cryptoheros_cutteri,Cichlidae,Perciformes,11.2,SL
Cryptoheros_myrnae,Cichlidae,Perciformes,8,SL
Cryptoheros_nanoluteus,Cichlidae,Perciformes,6.4,SL
Cryptoheros_panamensis,Cichlidae,Perciformes,13,TL
Cryptoheros_sajica,Cichlidae,Perciformes,9,SL
Cryptoheros_septemfasciatus,Cichlidae,Perciformes,10,SL
Cryptoheros_spilurus,Cichlidae,Perciformes,12,TL
Cryptotomus_roseus,Scaridae,Perciformes,13,TL
Crystallaria_asprella,Percidae,Perciformes,16,TL
Crystallichthys_cyclospilus,Liparidae,Scorpaeniformes,NA,NA
Crystallogobius_linearis,Gobiidae,Perciformes,4.7,SL
Ctenobrycon_hauxwellianus,Characidae,Characiformes,8,SL
Ctenochaetus_binotatus,Acanthuridae,Perciformes,22,TL
Ctenochaetus_cyanocheilus,Acanthuridae,Perciformes,16,SL
Ctenochaetus_hawaiiensis,Acanthuridae,Perciformes,25,TL
Ctenochaetus_striatus,Acanthuridae,Perciformes,26,TL
Ctenochaetus_strigosus,Acanthuridae,Perciformes,14.6,SL
Ctenochromis_horei,Cichlidae,Perciformes,20,SL
Ctenochromis_oligacanthus,Cichlidae,Perciformes,6.7,TL
Ctenochromis_pectoralis,Cichlidae,Perciformes,7,SL
Ctenochromis_polli,Cichlidae,Perciformes,9.1,TL
Ctenogobiops_feroculus,Gobiidae,Perciformes,8,SL
Ctenogobius_saepepallens,Gobiidae,Perciformes,5,TL
Ctenogobius_sagittula,Gobiidae,Perciformes,20,TL
Ctenogobius_shufeldti,Gobiidae,Perciformes,8,TL
Ctenolabrus_rupestris,Labridae,Perciformes,18,TL
Ctenolucius_hujeta,Ctenoluciidae,Characiformes,22.8,SL
Ctenopharyngodon_idella,Cyprinidae,Cypriniformes,150,TL
Ctenopoma_acutirostre,Anabantidae,Perciformes,15,TL
Ctenopoma_kingsleyae,Anabantidae,Perciformes,24.5,TL
Ctenopoma_muriei,Anabantidae,Perciformes,6,SL
Ctenopoma_nebulosum,Anabantidae,Perciformes,9.6,SL
Ctenopoma_nigropannosum,Anabantidae,Perciformes,17,TL
Ctenopoma_ocellatum,Anabantidae,Perciformes,14,TL
Ctenopoma_pellegrini,Anabantidae,Perciformes,11.2,TL
Ctenopoma_petherici,Anabantidae,Perciformes,14,SL
Ctenops_nobilis,Osphronemidae,Perciformes,10,TL
Cualac_tessellatus,Cyprinodontidae,Cyprinodontiformes,8,TL
Cubanichthys_pengelleyi,Cyprinodontidae,Cyprinodontiformes,6,TL
Cubiceps_baxteri,Nomeidae,Perciformes,100,TL
Cubiceps_gracilis,Nomeidae,Perciformes,107,TL
Cubiceps_paradoxus,Nomeidae,Perciformes,110,TL
Cubiceps_whiteleggii,Nomeidae,Perciformes,21,SL
Culaea_inconstans,Gasterosteidae,Gasterosteiformes,8.7,TL
Culter_alburnus,Cyprinidae,Cypriniformes,35,TL
Culter_oxycephaloides,Cyprinidae,Cypriniformes,NA,NA
Cunningtonia_longiventralis,Cichlidae,Perciformes,14,TL
Cyanocharax_alegretensis,Characidae,Characiformes,NA,NA
Cyanocharax_uruguayensis,Characidae,Characiformes,NA,NA
Cyathopharynx_furcifer,Cichlidae,Perciformes,21,TL
Cybiosarda_elegans,Scombridae,Perciformes,45,FL
Cycleptus_elongatus,Catostomidae,Cypriniformes,93,TL
Cycleptus_meridionalis,Catostomidae,Cypriniformes,59.3,TL
Cyclocheilichthys_apogon,Cyprinidae,Cypriniformes,25,TL
Cyclocheilichthys_armatus,Cyprinidae,Cypriniformes,23,SL
Cyclocheilichthys_janthochir,Cyprinidae,Cypriniformes,20,TL
Cyclocheilichthys_repasson,Cyprinidae,Cypriniformes,28,SL
Cyclopharynx_fwae,Cichlidae,Perciformes,12.4,SL
Cyclopsetta_chittendeni,Bothidae,Pleuronectiformes,32,TL
Cyclopterus_lumpus,Cyclopteridae,Scorpaeniformes,61,NG
Cyclothone_acclinidens,Gonostomatidae,Stomiiformes,3.6,SL
Cyclothone_microdon,Gonostomatidae,Stomiiformes,7.6,TL
Cyclothone_parapallida,Gonostomatidae,Stomiiformes,6.7,SL
Cyclothone_pseudopallida,Gonostomatidae,Stomiiformes,4.6,SL
Cymatoceps_nasutus,Sparidae,Perciformes,150,TL
Cymatogaster_aggregata,Embiotocidae,Perciformes,20.3,TL
Cymolutes_praetextatus,Labridae,Perciformes,20,SL
Cymolutes_torquatus,Labridae,Perciformes,20,TL
Cynoglossus_browni,Cynoglossidae,Pleuronectiformes,40.2,SL
Cynoglossus_canariensis,Cynoglossidae,Pleuronectiformes,60,TL
Cynoglossus_semilaevis,Cynoglossidae,Pleuronectiformes,57.1,SL
Cynoglossus_senegalensis,Cynoglossidae,Pleuronectiformes,66,TL
Cynoglossus_zanzibarensis,Cynoglossidae,Pleuronectiformes,32,TL
Cynoponticus_ferox,Muraenesocidae,Anguilliformes,200,TL
Cynopotamus_argenteus,Characidae,Characiformes,24,SL
Cynoscion_acoupa,Sciaenidae,Perciformes,110,TL
Cynoscion_albus,Sciaenidae,Perciformes,130,TL
Cynoscion_analis,Sciaenidae,Perciformes,47,TL
Cynoscion_arenarius,Sciaenidae,Perciformes,63.5,TL
Cynoscion_guatucupa,Sciaenidae,Perciformes,50,TL
Cynoscion_jamaicensis,Sciaenidae,Perciformes,50,TL
Cynoscion_leiarchus,Sciaenidae,Perciformes,90.8,TL
Cynoscion_microlepidotus,Sciaenidae,Perciformes,92,TL
Cynoscion_nebulosus,Sciaenidae,Perciformes,100,TL
Cynoscion_nothus,Sciaenidae,Perciformes,36,TL
Cynoscion_othonopterus,Sciaenidae,Perciformes,70,TL
Cynoscion_parvipinnis,Sciaenidae,Perciformes,69,TL
Cynoscion_phoxocephalus,Sciaenidae,Perciformes,60,TL
Cynoscion_praedatorius,Sciaenidae,Perciformes,110,TL
Cynoscion_regalis,Sciaenidae,Perciformes,98,TL
Cynoscion_reticulatus,Sciaenidae,Perciformes,90,TL
Cynoscion_squamipinnis,Sciaenidae,Perciformes,64,TL
Cynoscion_striatus,Sciaenidae,Perciformes,60,TL
Cynoscion_virescens,Sciaenidae,Perciformes,115,TL
Cynoscion_xanthulus,Sciaenidae,Perciformes,129,TL
Cypho_purpurascens,Pseudochromidae,Perciformes,7.5,TL
Cyphocottus_eurystomus,Abyssocottidae,Scorpaeniformes,NA,NA
Cyphotilapia_frontosa,Cichlidae,Perciformes,33,TL
Cyprichromis_jumbo,Cichlidae,Perciformes,NA,NA
Cyprichromis_leptosoma,Cichlidae,Perciformes,11,TL
Cyprichromis_microlepidotus,Cichlidae,Perciformes,11,TL
Cyprichromis_pavo,Cichlidae,Perciformes,9.7,SL
Cyprichromis_zebra,Cichlidae,Perciformes,NA,NA
Cyprichromis_zonatus,Cichlidae,Perciformes,8.6,SL
Cyprinella_alvarezdelvillari,Cyprinidae,Cypriniformes,4.4,SL
Cyprinella_analostana,Cyprinidae,Cypriniformes,11,TL
Cyprinella_bocagrande,Cyprinidae,Cypriniformes,4.1,SL
Cyprinella_caerulea,Cyprinidae,Cypriniformes,10,TL
Cyprinella_callisema,Cyprinidae,Cypriniformes,9,TL
Cyprinella_callistia,Cyprinidae,Cypriniformes,13,TL
Cyprinella_callitaenia,Cyprinidae,Cypriniformes,9,TL
Cyprinella_camura,Cyprinidae,Cypriniformes,15,TL
Cyprinella_chloristia,Cyprinidae,Cypriniformes,7.5,TL
Cyprinella_formosa,Cyprinidae,Cypriniformes,9,TL
Cyprinella_galactura,Cyprinidae,Cypriniformes,15,TL
Cyprinella_garmani,Cyprinidae,Cypriniformes,NA,NA
Cyprinella_gibbsi,Cyprinidae,Cypriniformes,9.5,TL
Cyprinella_labrosa,Cyprinidae,Cypriniformes,6.7,TL
Cyprinella_leedsi,Cyprinidae,Cypriniformes,10,TL
Cyprinella_lepida,Cyprinidae,Cypriniformes,7.5,TL
Cyprinella_lutrensis,Cyprinidae,Cypriniformes,9,TL
Cyprinella_nivea,Cyprinidae,Cypriniformes,8.5,TL
Cyprinella_panarcys,Cyprinidae,Cypriniformes,NA,NA
Cyprinella_proserpina,Cyprinidae,Cypriniformes,7.5,TL
Cyprinella_pyrrhomelas,Cyprinidae,Cypriniformes,11,TL
Cyprinella_rutila,Cyprinidae,Cypriniformes,NA,NA
Cyprinella_spiloptera,Cyprinidae,Cypriniformes,12,TL
Cyprinella_trichroistia,Cyprinidae,Cypriniformes,10,TL
Cyprinella_venusta,Cyprinidae,Cypriniformes,19,TL
Cyprinella_whipplei,Cyprinidae,Cypriniformes,16,TL
Cyprinella_xaenura,Cyprinidae,Cypriniformes,11,TL
Cyprinella_xanthicara,Cyprinidae,Cypriniformes,NA,NA
Cyprinella_zanema,Cyprinidae,Cypriniformes,7.5,TL
Cyprinion_kais,Cyprinidae,Cypriniformes,NA,NA
Cyprinion_macrostomum,Cyprinidae,Cypriniformes,NA,NA
Cyprinodon_albivelis,Cyprinodontidae,Cyprinodontiformes,5.3,SL
Cyprinodon_alvarezi,Cyprinodontidae,Cyprinodontiformes,5,TL
Cyprinodon_artifrons,Cyprinodontidae,Cyprinodontiformes,6,TL
Cyprinodon_atrorus,Cyprinodontidae,Cyprinodontiformes,4,TL
Cyprinodon_bifasciatus,Cyprinodontidae,Cyprinodontiformes,6,TL
Cyprinodon_bondi,Cyprinodontidae,Cyprinodontiformes,7,TL
Cyprinodon_bovinus,Cyprinodontidae,Cyprinodontiformes,5.6,TL
Cyprinodon_dearborni,Cyprinodontidae,Cyprinodontiformes,4,TL
Cyprinodon_diabolis,Cyprinodontidae,Cyprinodontiformes,3,TL
Cyprinodon_elegans,Cyprinodontidae,Cyprinodontiformes,6.2,TL
Cyprinodon_eximius,Cyprinodontidae,Cyprinodontiformes,5,TL
Cyprinodon_fontinalis,Cyprinodontidae,Cyprinodontiformes,6,TL
Cyprinodon_macrolepis,Cyprinodontidae,Cyprinodontiformes,5,TL
Cyprinodon_macularius,Cyprinodontidae,Cyprinodontiformes,5,TL
Cyprinodon_maya,Cyprinodontidae,Cyprinodontiformes,10,TL
Cyprinodon_meeki,Cyprinodontidae,Cyprinodontiformes,5,TL
Cyprinodon_nazas,Cyprinodontidae,Cyprinodontiformes,5,TL
Cyprinodon_nevadensis_nevadensis,Cyprinodontidae,Cyprinodontiformes,5,TL
Cyprinodon_pachycephalus,Cyprinodontidae,Cyprinodontiformes,5,TL
Cyprinodon_pecosensis,Cyprinodontidae,Cyprinodontiformes,5,TL
Cyprinodon_pisteri,Cyprinodontidae,Cyprinodontiformes,4.9,SL
Cyprinodon_radiosus,Cyprinodontidae,Cyprinodontiformes,4,TL
Cyprinodon_rubrofluviatilis,Cyprinodontidae,Cyprinodontiformes,6,TL
Cyprinodon_tularosa,Cyprinodontidae,Cyprinodontiformes,5,TL
Cyprinodon_variegatus_variegatus,Cyprinodontidae,Cyprinodontiformes,9,TL
Cyprinodon_veronicae,Cyprinodontidae,Cyprinodontiformes,5.5,TL
Cyprinus_carpio_carpio,Cyprinidae,Cypriniformes,110,SL
Cyprinus_multitaeniata,Cyprinidae,Cypriniformes,40.8,SL
Cypselurus_angusticeps,Exocoetidae,Beloniformes,24,SL
Cypselurus_callopterus,Exocoetidae,Beloniformes,30,TL
Cypselurus_hexazona,Exocoetidae,Beloniformes,18,SL
Cypselurus_poecilopterus,Exocoetidae,Beloniformes,27,TL
Cyrtocara_moorii,Cichlidae,Perciformes,20,TL
Cyttus_australis,Zeidae,Zeiformes,41,TL
Cyttus_traversi,Zeidae,Zeiformes,54,TL
Dacodraco_hunteri,Channichthyidae,Perciformes,29,TL
Dactylophallus_sp,Poeciliidae,Cyprinodontiformes,NA,NA
Dactylophora_nigricans,Cheilodactylidae,Perciformes,120,TL
Dactyloptena_orientalis,Dactylopteridae,Dactylopteriformes,40,TL
Dactylopterus_volitans,Dactylopteridae,Dactylopteriformes,50,SL
Dallia_pectoralis,Umbridae,Esociformes,33,TL
Danio_aesculapii,Cyprinidae,Cypriniformes,3,SL
Danio_albolineatus,Cyprinidae,Cypriniformes,6.5,SL
Danio_choprae,Cyprinidae,Cypriniformes,3,TL
Danio_dangila,Cyprinidae,Cypriniformes,8.3,SL
Danio_erythromicron,Cyprinidae,Cypriniformes,2,TL
Danio_kerri,Cyprinidae,Cypriniformes,5,TL
Danio_kyathit,Cyprinidae,Cypriniformes,3.5,SL
Danio_margaritatus,Cyprinidae,Cypriniformes,2.1,SL
Danio_nigrofasciatus,Cyprinidae,Cypriniformes,3.7,SL
Danio_rerio,Cyprinidae,Cypriniformes,3.8,SL
Danio_roseus,Cyprinidae,Cypriniformes,3.7,SL
Danionella_dracula,Cyprinidae,Cypriniformes,1.7,SL
Danionella_mirifica,Cyprinidae,Cypriniformes,1.4,SL
Danionella_translucida,Cyprinidae,Cypriniformes,NA,NA
Dario_dario,Nandidae,Perciformes,1.5,SL
Dario_hysginon,Nandidae,Perciformes,2.1,SL
Dascyllus_albisella,Pomacentridae,Perciformes,13,TL
Dascyllus_aruanus,Pomacentridae,Perciformes,10,TL
Dascyllus_carneus,Pomacentridae,Perciformes,7,TL
Dascyllus_flavicaudus,Pomacentridae,Perciformes,12,TL
Dascyllus_marginatus,Pomacentridae,Perciformes,6,TL
Dascyllus_melanurus,Pomacentridae,Perciformes,8,TL
Dascyllus_reticulatus,Pomacentridae,Perciformes,9,TL
Dascyllus_trimaculatus,Pomacentridae,Perciformes,11,SL
Dasycottus_setiger,Psychrolutidae,Scorpaeniformes,45,SL
Dasyloricaria_filamentosa,Loricariidae,Siluriformes,26,SL
Dasyloricaria_tuyrensis,Loricariidae,Siluriformes,35.5,SL
Datnioides_polota,Datnioididae,Perciformes,30,SL
Davidijordania_lacertina,Zoarcidae,Perciformes,NA,NA
Decapterus_akaadsi,Carangidae,Perciformes,30,SL
Decapterus_kurroides,Carangidae,Perciformes,45,TL
Decapterus_macarellus,Carangidae,Perciformes,46,TL
Decapterus_macrosoma,Carangidae,Perciformes,35,TL
Decapterus_maruadsi,Carangidae,Perciformes,25,FL
Decapterus_muroadsi,Carangidae,Perciformes,50,FL
Decapterus_punctatus,Carangidae,Perciformes,30,SL
Decapterus_russelli,Carangidae,Perciformes,45,TL
Decapterus_tabl,Carangidae,Perciformes,50,TL
Decodon_melasma,Labridae,Perciformes,32.3,TL
Dekeyseria_scaphirhyncha,Loricariidae,Siluriformes,21,SL
Delminichthys_adspersus,Cyprinidae,Cypriniformes,9,SL
Delminichthys_ghetaldii,Cyprinidae,Cypriniformes,13,SL
Delminichthys_jadovensis,Cyprinidae,Cypriniformes,9.3,SL
Delminichthys_krbavensis,Cyprinidae,Cypriniformes,10,SL
Deltentosteus_collonianus,Gobiidae,Perciformes,7,TL
Deltistes_luxatus,Catostomidae,Cypriniformes,86,TL
Delturus_parahybae,Loricariidae,Siluriformes,21,SL
Denariusa_bandata,Ambassidae,Perciformes,4.5,SL
Dendrochirus_biocellatus,Scorpaenidae,Scorpaeniformes,13,TL
Dendrochirus_brachypterus,Scorpaenidae,Scorpaeniformes,17,TL
Dendrochirus_zebra,Scorpaenidae,Scorpaeniformes,25,SL
Dentex_abei,Sparidae,Perciformes,30.7,SL
Dentex_angolensis,Sparidae,Perciformes,37,TL
Dentex_canariensis,Sparidae,Perciformes,100,SL
Dentex_dentex,Sparidae,Perciformes,100,TL
Dentex_gibbosus,Sparidae,Perciformes,106,FL
Dentex_macrophthalmus,Sparidae,Perciformes,65,TL
Dentex_maroccanus,Sparidae,Perciformes,45,TL
Denticeps_clupeoides,Denticipitidae,Clupeiformes,15,TL
Derichthys_serpentinus,Derichthyidae,Anguilliformes,40,TL
Dermatolepis_dermatolepis,Serranidae,Perciformes,100,TL
Dermatolepis_inermis,Serranidae,Perciformes,91,TL
Dermatolepis_striolata,Serranidae,Perciformes,85,TL
Dermogenys_collettei,Hemiramphidae,Beloniformes,NA,NA
Dermogenys_pusilla,Hemiramphidae,Beloniformes,7,SL
Desmodema_lorum,Trachipteridae,Lampriformes,114,TL
Devario_aequipinnatus,Cyprinidae,Cypriniformes,15,TL
Devario_annandalei,Cyprinidae,Cypriniformes,9,SL
Devario_anomalus,Cyprinidae,Cypriniformes,8.1,SL
Devario_apogon,Cyprinidae,Cypriniformes,5.1,SL
Devario_auropurpureus,Cyprinidae,Cypriniformes,10,TL
Devario_chrysotaeniatus,Cyprinidae,Cypriniformes,7.1,SL
Devario_devario,Cyprinidae,Cypriniformes,10,TL
Devario_kakhienensis,Cyprinidae,Cypriniformes,12,TL
Devario_laoensis,Cyprinidae,Cypriniformes,8,TL
Devario_maetaengensis,Cyprinidae,Cypriniformes,5,SL
Devario_malabaricus,Cyprinidae,Cypriniformes,12,TL
Devario_pathirana,Cyprinidae,Cypriniformes,6,TL
Devario_regina,Cyprinidae,Cypriniformes,7.8,SL
Devario_shanensis,Cyprinidae,Cypriniformes,7,TL
Dexistes_rikuzenius,Pleuronectidae,Pleuronectiformes,22,SL
Diagramma_labiosum,Haemulidae,Perciformes,90,TL
Diagramma_picta,Haemulidae,Perciformes,100,FL
Diancistrus_fuscus,Bythitidae,Ophidiiformes,7,SL
Dianema_longibarbis,Callichthyidae,Siluriformes,8.2,SL
Dianema_urostriatum,Callichthyidae,Siluriformes,8.4,SL
Diaphus_dumerilii,Myctophidae,Myctophiformes,8.7,SL
Diaphus_effulgens,Myctophidae,Myctophiformes,15,SL
Diaphus_gigas,Myctophidae,Myctophiformes,NA,NA
Diaphus_luetkeni,Myctophidae,Myctophiformes,6,SL
Diaphus_mollis,Myctophidae,Myctophiformes,6.6,SL
Diaphus_perspicillatus,Myctophidae,Myctophiformes,7.1,SL
Diaphus_theta,Myctophidae,Myctophiformes,11.4,TL
Diaphus_watasei,Myctophidae,Myctophiformes,17,SL
Diapterus_auratus,Gerreidae,Perciformes,34,TL
Diapterus_peruvianus,Gerreidae,Perciformes,30,TL
Dibranchus_atlanticus,Ogcocephalidae,Lophiiformes,39.4,TL
Dicentrarchus_labrax,Moronidae,Perciformes,103,TL
Dicentrarchus_punctatus,Moronidae,Perciformes,70,TL
Dichistius_capensis,Dichistiidae,Perciformes,NA,NA
Dicologlossa_cuneata,Soleidae,Pleuronectiformes,30,SL
Dicologlossa_hexophthalma,Soleidae,Pleuronectiformes,20,TL
Dicrossus_sp,Cichlidae,Perciformes,NA,NA
Dimidiochromis_strigatus,Cichlidae,Perciformes,24.4,TL
Dinolestes_lewini,Dinolestidae,Perciformes,84,TL
Dinoperca_petersi,Dinopercidae,Perciformes,75,TL
Dinotopterus_cunningtoni,Clariidae,Siluriformes,175,SL
Diodon_holocanthus,Diodontidae,Tetraodontiformes,50,TL
Diodon_hystrix,Diodontidae,Tetraodontiformes,91,TL
Diodon_liturosus,Diodontidae,Tetraodontiformes,65,TL
Dionda_argentosa,Cyprinidae,Cypriniformes,7.6,SL
Dionda_diaboli,Cyprinidae,Cypriniformes,6.4,TL
Dionda_episcopa,Cyprinidae,Cypriniformes,7.7,TL
Dionda_melanops,Cyprinidae,Cypriniformes,NA,NA
Dionda_nigrotaeniata,Cyprinidae,Cypriniformes,9,TL
Dionda_serena,Cyprinidae,Cypriniformes,NA,NA
Diplecogaster_bimaculata_bimaculata,Gobiesocidae,Perciformes,6,SL
Diplectrum_formosum,Serranidae,Perciformes,30,TL
Diplectrum_maximum,Serranidae,Perciformes,37,TL
Diplectrum_pacificum,Serranidae,Perciformes,28,TL
Diplodus_annularis,Sparidae,Perciformes,24,TL
Diplodus_argenteus_argenteus,Sparidae,Perciformes,37.8,TL
Diplodus_bellottii,Sparidae,Perciformes,30,SL
Diplodus_bermudensis,Sparidae,Perciformes,30,TL
Diplodus_capensis,Sparidae,Perciformes,45,TL
Diplodus_cervinus_cervinus,Sparidae,Perciformes,55,TL
Diplodus_fasciatus,Sparidae,Perciformes,40,TL
Diplodus_holbrookii,Sparidae,Perciformes,46,TL
Diplodus_noct,Sparidae,Perciformes,25,TL
Diplodus_prayensis,Sparidae,Perciformes,35,TL
Diplodus_puntazzo,Sparidae,Perciformes,60,TL
Diplodus_sargus_cadenati,Sparidae,Perciformes,45,TL
Diplodus_sargus_lineatus,Sparidae,Perciformes,28,TL
Diplodus_sargus_sargus,Sparidae,Perciformes,45,TL
Diplodus_vulgaris,Sparidae,Perciformes,45,TL
Diplomystes_nahuelbutaensis,Diplomystidae,Siluriformes,26,TL
Diplophos_taenia,Gonostomatidae,Stomiiformes,27.6,SL
Diploprion_bifasciatum,Serranidae,Perciformes,25,TL
Diplospinus_multistriatus,Gempylidae,Perciformes,33,SL
Diplotaxodon_greenwoodi,Cichlidae,Perciformes,24.7,SL
Diplotaxodon_macrops,Cichlidae,Perciformes,12.5,SL
Diproctacanthus_xanthurus,Labridae,Perciformes,10,TL
Dipterygonotus_balteatus,Caesionidae,Perciformes,14,TL
Diptychus_maculatus,Cyprinidae,Cypriniformes,70,TL
Diretmus_argenteus,Diretmidae,Beryciformes,27.6,TL
Dischistodus_chrysopoecilus,Pomacentridae,Perciformes,15,TL
Dischistodus_melanotus,Pomacentridae,Perciformes,16,TL
Dischistodus_perspicillatus,Pomacentridae,Perciformes,18,TL
